title,content,url,sub_title,year
Genome sequencing and analysis of the model grass Brachypodium distachyon.,"… Here we describe the genome sequence of the wild grass Brachypodium distachyonbrachypodium 
distachyonSubject Category: … The high-quality genome sequence, coupled with ease of 
cultivation and transformation, small size and rapid life cycle, will help Brachypodium …",https://www.cabdirect.org/cabdirect/abstract/20103050459,"International Brachypodium Initiative - Nature (London), 2010 - cabdirect.org",2010
Whole-genome regression and prediction methods applied to plant and animal breeding,"… small-n regressions, and genome-enabled selection (GS) is being implemented in several 
plant and animal breeding programs. The list of … MODERN animal and plant breeding schemes 
select individuals based on predictions of genetic merit. Rapid genetic progress requires …",https://academic.oup.com/genetics/article-abstract/193/2/327/6065337,"G de Los Campos, JM Hickey, R Pong-Wong… - Genetics, 2013 - academic.oup.com",2013
Initial impact of the sequencing of the human genome,"… a milestone in the international Human Genome Project (HGP), a discovery … genome was 
a critical priority, saying “We have two options: either to try to discover the genes important in 
malignancy by a piecemeal approach, or to sequence the whole genome of a selected animal …",https://www.nature.com/articles/nature09792,"ES Lander - Nature, 2011 - nature.com",2011
Progress of genome wide association study in domestic animals,"… At present, GWAS has been applied to the field of domestic animal breeding and genetics, 
and some advances have been made. Many genes or markers that affect economic traits of 
interest in domestic animals have been identified. In this review, advances in the use of GWAS …",https://jasbsci.biomedcentral.com/articles/10.1186/2049-1891-3-26,"H Zhang, Z Wang, S Wang, H Li - Journal of animal …, 2012 - jasbsci.biomedcentral.com",2012
Combinations of chromosome transfer and genome editing for the development of cell/animal models of human disease and humanized animal models,"… combined technologies of chromosome transfer and genome editing mainly for the 
production of cell/animal models of human disease and humanized animal models. Specifically, 
these include: (1) chromosome modification with genome editing in Chinese hamster ovary cells …",https://www.nature.com/articles/s10038-017-0378-7,"N Uno, S Abe, M Oshimura, Y Kazuki - Journal of human genetics, 2018 - nature.com",2018
The regulatory genome: gene regulatory networks in development and evolution,"… Nor would this project have ever reached fruition were it not for the continued … gene sets, 
more or less irrespective of genome size, is a basic fact of animal life. A limitation is that the … 
gene numbers estimated for different animal species, in comparison to their genome sizes (in this …",https://www.google.com/books?hl=zh-CN&lr=&id=F2ibJj1LHGEC&oi=fnd&pg=PP1&dq=animal+genome+project&ots=gLWSIIL2Sk&sig=HSruHmemCziz0djeR2MKog2Rg3w,EH Davidson - 2010 - books.google.com,0
More than just orphans: are taxonomically-restricted genes important in evolution?,"… We consider the implications of the exclusive presence of some genes in one species or 
animal group. Because these are still early days … the yeast genome, the presence of genes 
without any significant similarity in databases was reported in every genome project that followed (…",https://www.sciencedirect.com/science/article/pii/S0168952509001450,"K Khalturin, G Hemmrich, S Fraune, R Augustin… - Trends in Genetics, 2009 - Elsevier",2009
The human phenome project,"… Given the emphasis on diseases in both the Human Genome Project (HGP) and in most existing 
efforts in phenotyping humans, we … mouse phenome project is already underway, bolstered 
by the ease of carrying out multiple phenotypic assays simultaneously in a single animal, …",https://www.nature.com/articles/ng0503-15,"N Freimer, C Sabatti - Nature genetics, 2003 - nature.com",2003
"OrthoDB v9. 1: cataloging evolutionary and functional annotations for animal, fungal, plant, archaeal, bacterial and viral orthologs","… Database (18), NCBI (19), SilkDB (20), VectorBase (21), wFleaBase (22), as well as the i5K 
pilot project (23) and several other genome consortia. Gene sets for the additional metazoan 
species were retrieved from the Joint Genome Institute (24). The fungal and viral gene sets …",https://academic.oup.com/nar/article-abstract/45/D1/D744/2605742,"EM Zdobnov, F Tegenfeldt, D Kuznetsov… - Nucleic acids …, 2017 - academic.oup.com",2017
The first draft reference genome of the American mink (Neovison vison),"… It’s an important animal for the fur industry. Many efforts have been made to locate genes 
influencing fur quality and color, but this search has been impeded by the lack of a reference 
genome. Here we present the first draft genome of mink. In our study, two mink individuals …",https://www.nature.com/articles/s41598-017-15169-z,"Z Cai, B Petersen, G Sahana, LB Madsen, K Larsen… - Scientific reports, 2017 - nature.com",2017
Lessons for livestock genomics from genome and transcriptome sequencing in cattle and other mammals,"… ) sequenced by members of the International Water Buffalo Genome Project and 297 
sequenced cattle that represented 17 Bos taurus … For one animal challenged with BRSV, we 
were able to build a significant portion of the virus’ genome sequence with two contigs of 9627 …",https://link.springer.com/article/10.1186/s12711-016-0237-6,"JF Taylor, LK Whitacre, JL Hoff, PC Tizioto… - Genetics Selection …, 2016 - Springer",2016
The Ectocarpus genome and the independent evolution of multicellularity in brown algae,"… Of particular interest is the presence of a family of receptor kinases, as the independent 
evolution of related molecules has been linked with the emergence of multicellularity in both the 
animal and green plant lineages. The Ectocarpus genome sequence represents an important …",https://www.nature.com/articles/nature09016,"JM Cock, L Sterck, P Rouzé, D Scornet, AE Allen… - Nature, 2010 - nature.com",2010
Microsporidia evolved from ancestral sexual fungi,"… Searching the genome of the zygomycete, Mucor circinelloides (US Department of Energy 
Joint Genome Institute Mucor genome project) also revealed a sexM homolog in the (−) 
strain, and this sexM gene is also flanked by TPT and RNA helicase genes (Figure 1A). The …",https://www.sciencedirect.com/science/article/pii/S0960982208012566,"SC Lee, N Corradi, EJ Byrnes III, S Torres-Martinez… - Current Biology, 2008 - Elsevier",2008
A prescription for human immunology,"… we might be able to use mice or other animal models more appropriately. One possible answer 
… is that they would allow us to use any particular animal model with much more confidence. 
… , at much less cost than the Human Genome Project, provide something like the richness of …",https://www.sciencedirect.com/science/article/pii/S1074761308005116,"MM Davis - Immunity, 2008 - Elsevier",2008
"Complete Genome Sequence of Macrococcus caseolyticus Strain JSCS5402, Reflecting the Ancestral Genome of the Human-Pathogenic Staphylococci","… from animal meat in a supermarket and determined its whole-genome nucleotide sequence. 
This is the first report on the genome analysis of a … subtilis genome project (21). We also 
analyzed the taxonomic distribution of the BLAST best-hit entries to each ORF (Table 3). We …",https://journals.asm.org/doi/abs/10.1128/JB.01058-08,"T Baba, K Kuwahara-Arai, I Uchiyama… - Journal of …, 2009 - Am Soc Microbiol",2009
"Draft genome assemblies and predicted microRNA complements of the intertidal lophotrochozoans Patella vulgata (Mollusca, Patellogastropoda) and Spirobranchus …","… coverage genome sequencing and assembly, and we suggest a similar approach might be 
applied more broadly across animal diversity. We … NJK was supported by a Clarendon 
Scholarship for work on this project. We also thank the members of our laboratories for their many …",https://www.sciencedirect.com/science/article/pii/S1874778715300088,"NJ Kenny, EKO Namigai, F Marlétaz, JHL Hui… - Marine genomics, 2015 - Elsevier",2015
Endogenous viral elements in animal genomes,"… systematic in silico screening of animal genomes, including the … genome types and replication 
strategies can enter the animal germ line, greatly broadening the scope of paleovirological 
studies and indicating a more significant evolutionary role for gene flow from virus to animal …",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1001191,"A Katzourakis, RJ Gifford - PLoS genetics, 2010 - journals.plos.org",2010
Genome sequence and identification of candidate vaccine antigens from the animal pathogen Dichelobacter nodosus,"… We sequenced its 1.4-Mb genome, the smallest known genome of an anaerobe. It differs 
markedly from small genomes of intracellular … compact genome with no discernible evidence 
for ongoing genome reduction. However, bioinformatic and comparative genome hybridization (…",https://www.nature.com/articles/nbt1302,"GSA Myers, D Parker, K Al-Hasani, RM Kennan… - Nature …, 2007 - nature.com",2007
Unseen forces: the influence of bacteria on animal development,"… of potential influences on animal developmental programs: (1… animal development is an 
issue not only of ecology but also of cell biology. The implicit assumption that has accompanied 
the study of animal development is that only “self” cells (ie, those containing the host genome…",https://www.sciencedirect.com/science/article/pii/S0012160601905226,"MJ McFall-Ngai - Developmental biology, 2002 - Elsevier",2002
